FID,CTLabel,BoroCode,BoroName,CT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,nyct2010.poly_area,nyct2010.pct_qbuf,nyct2010.prop,OBJECTID *,Field1,X,name,totalpop,popdensity,mpop,fpop,pov,hhold,hhold_income,noins,transportation,pct_m_vuln,pct_f_vuln,pct_age_vuln,pct_pov,pct_noins,rank_noins,rank_pov,rank_agevuln,rank_income,rank_commute,rank_popdensity,pct_emp,rank_emp,rank_sum,BoroName,trunctfips,BoroCT2010,Shape_Area,flag_pov,flag_noins,flag_agevuln,flag_commute,flag_popdensity,flag_emp,flag_pov_75,flag_noins_75,flag_agevuln_75,flag_commute_75,flag_popdensity_75,flag_emp_75,flag_sum,flag_sum_75,fipstemp *
1189,232,1,Manhattan,23200,E,MN03,Central Harlem North-Polo Grounds,3803,5761.005468,1943146.284,0.069701,123.742666,6540.587299,1298,1298,1297,"Census Tract 232, New York County, New York",8666,124370.9,1447,1383,916,3123,28757,1796,0,0.166974,0.159589,0.326564,0.293307717,0,86.19186,75,44.815891,87.887597,86.19186,95.833333,0.001581,91.618217,568.023256,Manhattan,61023200,1023200,1943146.284,0,0,0,0,1,1,1,1,0,1,1,1,2,5,1023200
1190,236,1,Manhattan,23600,E,MN03,Central Harlem North-Polo Grounds,3803,9821.087586,2845183.478,0.102057,0.169347,11.820473,1303,1303,1302,"Census Tract 236, New York County, New York",6980,61860.7,1577,1247,885,2979,37003,695,0,0.225931,0.178653,0.404585,0.297079557,0,36.773256,76,85.949612,77.567829,36.773256,70.05814,0.00087,67.974806,451.065892,Manhattan,61023600,1023600,2845183.478,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1023600
1191,683,4,Queens,68300,E,QN29,Elmhurst,4107,6868.264286,2607835.308,0.093544,167.58168,4371.407398,1764,1764,1763,"Census Tract 683, Queens County, New York",4589,48365.4,735,698,345,1586,60317,729,0,0.160166,0.152103,0.312268,0.217528373,0,69.234496,60,35.174419,40.939922,69.234496,55.523256,0.000607,47.432171,377.180233,Queens,81068300,4068300,2607835.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068300
1192,198,1,Manhattan,19800,I,MN34,East Harlem North,3804,6759.318306,2431074.17,0.087203,94.199485,1835.218236,1265,1265,1264,"Census Tract 198, New York County, New York",2465,28317.9,273,320,191,1164,77237,434,0,0.110751,0.129817,0.240568,0.164089347,0,76.744186,42,10.804264,21.996124,76.744186,30.232558,0.000483,36.724806,295.251938,Manhattan,61019800,1019800,2431074.17,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1019800
1193,200,1,Manhattan,20000,E,MN11,Central Harlem South,3803,6753.232589,1391141.254,0.049901,75.859396,2289.44573,1267,1267,1266,"Census Tract 200, New York County, New York",3018,60458.7,399,438,258,1288,73393,190,0,0.132207,0.145129,0.277336,0.200310559,0,17.926357,55,19.718992,25.387597,17.926357,69.040698,0.000967,74.176357,279.118217,Manhattan,61020000,1020000,1391141.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020000
1194,75,3,Brooklyn,7500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7513.207312,3053102.255,0.109515,102.868815,3782.970658,393,393,392,"Census Tract 75, Kings County, New York",4909,44961.5,869,602,107,2089,135218,251,0,0.177022,0.122632,0.299654,0.05122068,0,12.887597,4,28.536822,2.713178,12.887597,51.841085,0.000808,64.001938,176.792636,Brooklyn,47007500,3007500,3053102.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007500
1195,317,4,Queens,31700,I,QN72,Steinway,4101,15123.93049,7587313.556,0.272159,0.03901,2.44866,1551,1551,1550,"Census Tract 317, Queens County, New York",6277,23480.1,868,1117,301,2479,66982,799,0,0.138283,0.177951,0.316234,0.121419927,0,51.501938,26,37.693798,32.170543,51.501938,23.013566,0.000282,17.53876,239.631783,Queens,81031700,4031700,7587313.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4031700
1196,161,1,Manhattan,16100,I,MN12,Upper West Side,3806,5717.905531,1676876.075,0.06015,103.448978,6562.998772,1227,1227,1226,"Census Tract 161, New York County, New York",6563,109143.3,820,933,386,3700,130189,436,0,0.124943,0.142161,0.267103,0.104324324,0,19.476744,19,16.666667,3.052326,19.476744,92.49031,0.002014,96.366279,266.715116,Manhattan,61016100,1016100,1676876.075,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1016100
1197,28,2,Bronx,2800,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,9172.553248,4715453.731,0.169144,53.14394,3053.663003,11,11,10,"Census Tract 28, Bronx County, New York",5746,35647.7,911,1118,395,2336,50388,400,0,0.158545,0.19457,0.353115,0.169092466,0,20.930233,44,61.870155,55.717054,20.930233,39.631783,0.000509,39.001938,281.686046,Bronx,5002800,2002800,4715453.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002800
1198,50.01,2,Bronx,5001,E,BX55,Soundview-Bruckner,3709,4206.12137,1053604.119,0.037793,55.190408,2388.529897,25,25,24,"Census Tract 50.01, Bronx County, New York",5040,133350.4,820,897,461,1456,31250,1004,0,0.162698,0.177976,0.340675,0.316620879,0,83.914729,80,54.021318,84.399225,83.914729,97.093023,0.001402,88.565891,571.511628,Bronx,5005001,2005001,1053604.119,0,0,0,0,1,0,1,1,0,1,1,1,1,5,2005001
1199,145,1,Manhattan,14500,I,MN14,Lincoln Square,3806,5830.707268,1897994.078,0.06808,512.333706,5460.000084,1205,1205,1204,"Census Tract 145, New York County, New York",5460,79308.9,1073,660,209,2524,162576,13,0,0.19652,0.120879,0.317399,0.082805071,0,1.162791,12,38.662791,1.647287,1.162791,81.346899,0.001316,86.967054,222.965116,Manhattan,61014500,1014500,1897994.078,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1014500
1200,149,1,Manhattan,14900,I,MN14,Lincoln Square,3806,5690.756446,1880349.846,0.067449,143.728611,5896.999957,1211,1211,1210,"Census Tract 149, New York County, New York",5897,87749,836,970,195,3083,158679,206,0,0.141767,0.16449,0.306257,0.063250081,0,6.395349,6,31.976744,1.744186,6.395349,84.98062,0.001293,86.337209,224.224806,Manhattan,61014900,1014900,1880349.846,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1014900
1201,169,4,Queens,16900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7382.075532,2485167.585,0.089143,48.791021,1930.637292,1458,1458,1457,"Census Tract 169, Queens County, New York",5396,60840.9,774,769,393,2281,54194,661,0,0.14344,0.142513,0.285953,0.172292854,0,48.885659,45,22.577519,49.806202,48.885659,69.379845,0.000882,68.75,353.197674,Queens,81016900,4016900,2485167.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4016900
1202,46,2,Bronx,4600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,5224.60189,1432044.172,0.051368,0,0,23,23,22,"Census Tract 46, Bronx County, New York",1659,31779.1,325,312,184,686,44297,212,0,0.195901,0.188065,0.383966,0.268221574,0,51.841085,71,78.488372,65.600775,51.841085,34.883721,0.000468,35.319767,389.244186,Bronx,5004600,2004600,1432044.172,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2004600
1203,343,3,Brooklyn,34300,E,BK61,Crown Heights North,4006,5689.148339,1745164.215,0.062599,128.30455,4825.910243,620,620,619,"Census Tract 343, Kings County, New York",5026,80279.7,739,1005,926,2063,25494,379,0,0.147035,0.19996,0.346996,0.448860882,0,23.982558,93,58.430233,90.843023,23.982558,82.073643,0.001105,80.03876,452.083333,Brooklyn,47034300,3034300,1745164.215,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3034300
1204,345,3,Brooklyn,34500,E,BK61,Crown Heights North,4006,5684.446148,1759937.396,0.063129,92.96452,2397.564561,621,621,620,"Census Tract 345, Kings County, New York",2579,40829,366,525,348,990,31500,730,0,0.141915,0.203567,0.345483,0.351515152,0,96.124031,84,57.50969,83.963178,96.124031,46.753876,0.000692,54.99031,519.089147,Brooklyn,47034500,3034500,1759937.396,0,1,0,1,0,0,1,1,0,1,0,0,2,3,3034500
1205,112,3,Brooklyn,11200,E,BK34,Sunset Park East,4012,5459.472146,1843970.961,0.066144,0,0,414,414,413,"Census Tract 112, Kings County, New York",6503,98315.3,1333,1142,838,1999,30142,855,0,0.204982,0.175611,0.380594,0.419209605,0,54.069767,90,77.567829,85.852713,54.069767,89.389535,0.001181,82.800388,534.060078,Brooklyn,47011200,3011200,1843970.961,1,0,0,0,0,0,1,0,1,0,1,1,1,4,3011200
1206,83,1,Manhattan,8300,E,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5681.484051,1872963.081,0.067184,98.561316,2375.323476,1142,1142,1141,"Census Tract 83, New York County, New York",4014,59686.3,421,470,489,2047,67578,446,0,0.104883,0.11709,0.221973,0.238886175,0,43.265504,65,7.897287,31.104651,43.265504,68.410853,0.001183,82.897287,341.908915,Manhattan,61008300,1008300,1872963.081,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008300
1207,409,3,Brooklyn,40900,E,BK77,Bushwick North,4002,5396.794768,1866462.19,0.06695,0,0,680,680,679,"Census Tract 409, Kings County, New York",3944,60783.9,486,851,367,1275,34547,832,0,0.123225,0.215771,0.338996,0.287843137,0,87.160853,75,53.197674,80.426357,87.160853,69.331395,0.000835,65.794574,517.684108,Brooklyn,47040900,3040900,1866462.19,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3040900
1208,411,3,Brooklyn,41100,E,BK78,Bushwick South,4002,4993.464395,1458445.804,0.052315,0.930275,31.44341,682,682,681,"Census Tract 411, Kings County, New York",3380,64867.7,647,670,400,1135,35632,448,0,0.19142,0.198225,0.389645,0.352422907,0,54.651163,84,81.25,79.312016,54.651163,72.868217,0.000873,68.217054,494.670543,Brooklyn,47041100,3041100,1458445.804,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3041100
1209,77,1,Manhattan,7700,I,MN23,West Village,3810,5763.599482,1923623.851,0.069001,348.83826,5515.000031,1136,1136,1135,"Census Tract 77, New York County, New York",5515,79939.2,565,555,327,3564,115577,220,0,0.102448,0.100635,0.203083,0.091750842,0,7.994186,15,5.571705,4.94186,7.994186,81.734496,0.00173,93.313953,216.521318,Manhattan,61007700,1007700,1923623.851,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1007700
1210,79,1,Manhattan,7900,I,MN23,West Village,3810,10795.86288,2979434.125,0.106872,124.659203,2869.147498,1138,1138,1137,"Census Tract 79, New York County, New York",4607,40678.4,858,688,429,2722,115588,87,0,0.186238,0.149338,0.335576,0.157604702,0,2.325581,40,51.356589,4.893411,2.325581,46.511628,0.00078,62.160853,209.593023,Manhattan,61007900,1007900,2979434.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007900
1211,310,2,Bronx,31000,I,BX31,Allerton-Pelham Gardens,3704,10741.01131,6834236.081,0.245145,36.066239,1076.269783,221,221,220,"Census Tract 310, Bronx County, New York",4863,19900.8,819,1143,87,1235,99688,248,0,0.168415,0.23504,0.403455,0.070445344,0,12.790698,8,85.658915,9.253876,12.790698,17.877907,0.000247,14.098837,160.513566,Bronx,5031000,2031000,6834236.081,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2031000
1212,71,3,Brooklyn,7100,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5816.04662,1840258.487,0.06601,37.338191,1788.776448,390,390,389,"Census Tract 71, Kings County, New York",4835,74747.5,789,740,669,1729,31632,381,0,0.163185,0.153051,0.316236,0.386928861,0,25.290698,87,37.742248,83.72093,25.290698,78.827519,0.001069,78.439922,416.375969,Brooklyn,47007100,3007100,1840258.487,0,0,0,0,0,0,1,0,0,0,1,1,0,3,3007100
1213,127,3,Brooklyn,12700,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5308.967839,1759470.609,0.063113,31.411851,1201.508114,424,424,423,"Census Tract 127, Kings County, New York",3825,60631.9,596,737,472,1520,45787,369,0,0.155817,0.19268,0.348497,0.310526316,0,35.02907,78,59.253876,62.403101,35.02907,69.186047,0.001012,75.968992,415.261628,Brooklyn,47012700,3012700,1759470.609,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3012700
1214,286,3,Brooklyn,28600,E,BK27,Bath Beach,4017,6844.90341,1901157.604,0.068195,13.572711,646.063638,572,572,571,"Census Tract 286, Kings County, New York",4760,69249.5,857,785,522,2013,49003,657,0,0.180042,0.164916,0.344958,0.259314456,0,58.381783,69,57.122093,57.897287,58.381783,75.387597,0.000975,74.709302,451.25969,Brooklyn,47028600,3028600,1901157.604,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3028600
1215,916.01,4,Queens,91601,I,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,48389.70742,47033908.62,1.687146,11.634305,474.448859,1839,1839,1838,"Census Tract 916.01, Queens County, New York",4078,3232.1,1010,942,122,1584,82230,114,0,0.24767,0.230996,0.478666,0.077020202,0,4.360465,10,97.189922,17.829457,4.360465,2.228682,0.000038,1.695736,137.45155,Queens,81091601,4091601,47033908.62,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4091601
1216,916.02,4,Queens,91602,I,QN99,park-cemetery-etc-Queens,4114,17640.25502,13689745.75,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
1217,160,2,Bronx,16000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,17368.21754,5532323.464,0.198441,0,0,94,94,93,"Census Tract 160, Bronx County, New York",4429,23201,856,611,227,1583,88438,373,0,0.193272,0.137954,0.331226,0.14339861,0,28.052326,35,48.110465,13.953488,28.052326,22.577519,0.000298,19.089147,195.106589,Bronx,5016000,2016000,5532323.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016000
1218,274.02,2,Bronx,27402,I,BX10,Pelham Bay-Country Club-City Island,3703,27557.51717,5746687.34,0.206133,0,0,199,199,198,"Census Tract 274.02, Bronx County, New York",3754,19978.1,722,956,134,1294,71846,80,0,0.192328,0.254662,0.44699,0.103554869,0,2.761628,19,94.912791,26.841085,2.761628,18.071705,0.000265,15.746124,179.651163,Bronx,5027402,2027402,5746687.34,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2027402
1219,10.02,1,Manhattan,1002,E,MN28,Lower East Side,3809,6315.120148,2225016.079,0.079801,0,0,1070,1070,1069,"Census Tract 10.02, New York County, New York",6174,79565.8,1067,1096,1258,2258,17972,400,0,0.172822,0.177519,0.35034,0.557130204,0,18.943798,98,60.755814,97.916667,18.943798,81.540698,0.000995,75.290698,451.501938,Manhattan,61001002,1001002,2225016.079,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1001002
1220,22.01,1,Manhattan,2201,E,MN28,Lower East Side,3809,5779.062501,1740173.738,0.06242,71.641279,4051.107324,1081,1081,1080,"Census Tract 22.01, New York County, New York",6874,110124.3,669,1235,813,2892,38235,773,0,0.097323,0.179662,0.276986,0.281120332,0,44.234496,73,19.428295,75.678295,44.234496,92.829457,0.001743,93.507752,443.410853,Manhattan,61002201,1002201,1740173.738,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1002201
1221,508.03,3,Brooklyn,50803,E,BK42,Flatbush,4015,3257.534398,602995.5831,0.02163,230.232672,2122.000309,753,753,752,"Census Tract 508.03, Kings County, New York",2122,97991.6,338,260,197,860,41585,490,0,0.159284,0.122526,0.28181,0.229069767,0,91.375969,62,21.124031,69.96124,91.375969,89.195736,0.002104,96.850775,522.189922,Brooklyn,47050803,3050803,602995.5831,0,1,0,1,0,1,0,1,0,1,1,1,3,4,3050803
1222,508.04,3,Brooklyn,50804,E,BK42,Flatbush,4015,4305.947623,1110945.631,0.03985,77.203239,3554.454658,754,754,753,"Census Tract 508.04, Kings County, New York",5911,148486.7,659,744,454,2467,50200,1554,0,0.111487,0.125867,0.237354,0.184029185,0,94.815891,48,10.077519,56.056202,94.815891,98.255814,0.002529,98.885659,501.308139,Brooklyn,47050804,3050804,1110945.631,0,1,0,1,1,1,0,1,0,1,1,1,4,4,3050804
1223,394,3,Brooklyn,39400,E,BK25,Homecrest,4016,7000.165098,2067691.425,0.074169,26.125868,562.230934,666,666,665,"Census Tract 394, Kings County, New York",2152,29015.9,337,470,149,704,44722,183,0,0.156599,0.218401,0.375,0.211647727,0,28.343023,59,74.418605,64.825581,28.343023,31.346899,0.000352,24.127907,309.98062,Brooklyn,47039400,3039400,2067691.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039400
1224,414.02,3,Brooklyn,41402,I,BK25,Homecrest,4016,5695.766276,1659482.226,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
1225,416,3,Brooklyn,41600,E,BK25,Homecrest,4016,6169.280798,1749784.701,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
1226,934,3,Brooklyn,93400,I,BK96,Rugby-Remsen Village,4010,7249.880347,1913351.798,0.068632,0,0,980,980,979,"Census Tract 934, Kings County, New York",2492,36309,296,278,175,979,52379,373,0,0.11878,0.111557,0.230337,0.17875383,0,64.437984,47,9.011628,52.180233,64.437984,40.406977,0.000588,45.591085,322.722868,Brooklyn,47093400,3093400,1913351.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093400
1227,936,3,Brooklyn,93600,I,BK96,Rugby-Remsen Village,4010,7495.435069,1777167.941,0.063747,0,0,981,981,980,"Census Tract 936, Kings County, New York",1931,30288.7,371,492,62,609,78063,169,0,0.192128,0.25479,0.446919,0.10180624,0,30.087209,18,94.864341,21.124031,30.087209,32.994186,0.000459,34.302326,261.482558,Brooklyn,47093600,3093600,1777167.941,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3093600
1228,946,3,Brooklyn,94600,I,BK96,Rugby-Remsen Village,4010,8936.66438,3111144.011,0.111597,0,0,985,985,984,"Census Tract 946, Kings County, New York",1985,18245.9,328,324,110,705,61750,257,0,0.165239,0.163224,0.328463,0.156028369,0,53.003876,40,46.027132,38.517442,53.003876,15.843023,0.000291,18.410853,264.437985,Brooklyn,47094600,3094600,3111144.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094600
1229,478,4,Queens,47800,I,QN06,Jamaica Estates-Holliswood,4106,14624.67275,7028450.254,0.252109,0,0,1636,1636,1635,"Census Tract 478, Queens County, New York",5612,22251.8,846,949,239,2184,71695,942,0,0.150748,0.169102,0.31985,0.109432234,0,73.401163,21,40.164729,27.131783,73.401163,21.172481,0.000264,15.697674,272.383721,Queens,81047800,4047800,7028450.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047800
1230,482,4,Queens,48200,I,QN07,Hollis,4112,6546.123247,2454003.418,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
1231,285.02,3,Brooklyn,28502,E,BK35,Stuyvesant Heights,4003,4775.421222,1290359.386,0.046285,193.710415,2552.000145,571,571,570,"Census Tract 285.02, Kings County, New York",2552,55140.2,535,559,567,1134,20000,156,0,0.209639,0.219044,0.428683,0.5,0,17.054264,96,92.005814,96.463178,17.054264,64.292636,0.000866,67.829457,450.629845,Brooklyn,47028502,3028502,1290359.386,1,0,1,0,0,0,1,0,1,0,0,0,2,2,3028502
1232,13,3,Brooklyn,1300,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,7513.001484,3138437.81,0.112573,111.736574,1499.531287,346,346,345,"Census Tract 13, Kings County, New York",2627,23303.3,284,259,34,888,109821,229,0,0.108108,0.098592,0.2067,0.038288288,0,29.99031,2,6.20155,5.765504,29.99031,22.674419,0.000351,23.982558,120.881783,Brooklyn,47001300,3001300,3138437.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001300
1233,61,4,Queens,6100,I,QN70,Astoria,4101,6183.318054,2099309.382,0.075303,241.230116,5984.999941,1374,1374,1373,"Census Tract 61, Queens County, New York",5985,79471.5,632,536,472,2764,57277,1215,0,0.105597,0.089557,0.195155,0.170767004,0,85.319767,44,5.135659,45.494186,85.319767,81.443798,0.001079,78.77907,425.726744,Queens,81006100,4006100,2099309.382,0,0,0,0,0,0,0,1,0,1,1,1,0,4,4006100
1234,63,4,Queens,6300,E,QN70,Astoria,4101,6353.777856,2287276.551,0.082045,191.187016,5125.208982,1377,1377,1376,"Census Tract 63, Queens County, New York",5212,63523.9,579,588,459,2496,57798,1381,0,0.11109,0.112817,0.223906,0.183894231,0,95.05814,48,8.284884,44.282946,95.05814,71.899225,0.000931,71.753876,434.689923,Queens,81006300,4006300,2287276.551,0,1,0,1,0,0,0,1,0,1,0,0,2,2,4006300
1235,1385.01,4,Queens,138501,I,QN42,Oakland Gardens,4104,14620.4358,11199226.35,0.401719,8.832345,400.01852,1937,1937,1936,"Census Tract 1385.01, Queens County, New York",4529,11816.9,1025,782,239,1420,64762,622,0,0.226319,0.172665,0.398984,0.168309859,0,57.945736,43,84.399225,34.786822,57.945736,8.284884,0.000143,5.474806,292.151163,Queens,81138501,4138501,11199226.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4138501
1236,164,1,Manhattan,16400,E,MN33,East Harlem South,3804,5536.33637,1911374.28,0.068561,157.245428,6665.279492,1230,1230,1229,"Census Tract 164, New York County, New York",6722,98144.2,749,1073,834,2523,33792,1136,0,0.111425,0.159625,0.27105,0.330558859,0,73.78876,82,17.974806,81.589147,73.78876,89.292636,0.001377,88.081395,506.104651,Manhattan,61016400,1016400,1911374.28,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1016400
1237,243.01,1,Manhattan,24301,E,MN36,Washington Heights South,3801,4730.332193,1131945.005,0.040601,109.173035,4245.999381,1311,1311,1310,"Census Tract 243.01, New York County, New York",4246,104584.8,574,622,458,1334,37593,857,0,0.135186,0.146491,0.281677,0.343328336,0,84.98062,83,21.075581,76.550388,84.98062,91.375969,0.001511,90.843023,532.655039,Manhattan,61024301,1024301,1131945.005,0,0,0,0,1,1,1,1,0,1,1,1,2,5,1024301
1238,696.01,3,Brooklyn,69601,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,10368.0105,4568655.884,0.16388,30.35099,1298.724037,871,871,870,"Census Tract 696.01, Kings County, New York",4279,24254.3,800,1025,277,1518,48971,469,0,0.18696,0.239542,0.426502,0.182476943,0,42.296512,48,91.618217,57.994186,42.296512,24.273256,0.00036,25.04845,331.346899,Brooklyn,47069601,3069601,4568655.884,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3069601
1239,720,3,Brooklyn,72000,I,BK58,Flatlands,4009,6664.51608,1701872.034,0.061047,0.251697,5.456822,878,878,877,"Census Tract 720, Kings County, New York",2168,35489.2,373,454,105,642,64286,221,0,0.172048,0.20941,0.381458,0.163551402,0,38.032946,42,77.761628,35.125969,38.032946,39.389535,0.000632,49.709302,319.96124,Brooklyn,47072000,3072000,1701872.034,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3072000
1240,722,3,Brooklyn,72200,I,BK58,Flatlands,4009,8425.527831,2769417.688,0.09934,0,0,879,879,878,"Census Tract 722, Kings County, New York",3111,31330.3,565,633,103,984,60333,281,0,0.181614,0.203472,0.385085,0.104674797,0,31.589147,19,79.360465,40.794574,31.589147,34.302326,0.000463,34.835271,271.753876,Brooklyn,47072200,3072200,2769417.688,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3072200
1241,950,3,Brooklyn,95000,I,BK50,Canarsie,4009,7974.174938,2612163.853,0.093699,60.40443,1854.423414,986,986,985,"Census Tract 950, Kings County, New York",3070,32796.4,382,420,84,949,73750,271,0,0.12443,0.136808,0.261238,0.088514226,0,30.620155,14,15.261628,25.096899,30.620155,36.337209,0.000536,41.036822,192.781008,Brooklyn,47095000,3095000,2612163.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095000
1242,93,1,Manhattan,9300,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5740.876647,1929507.136,0.069212,355.942456,10583.00017,1152,1152,1151,"Census Tract 93, New York County, New York",10583,153041.3,1527,2105,899,5114,82404,616,0,0.144288,0.198904,0.343192,0.175791944,0,15.455426,46,55.862403,17.44186,15.455426,98.594961,0.002389,98.401163,347.093023,Manhattan,61009300,1009300,1929507.136,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1009300
1243,227,1,Manhattan,22700,E,MN04,Hamilton Heights,3802,5486.855187,1621656.253,0.058169,151.615315,5070.068518,1293,1293,1292,"Census Tract 227, New York County, New York",5532,95074.5,869,735,724,2237,42893,982,0,0.157086,0.132863,0.289949,0.323647743,0,77.083333,81,24.224806,67.732558,77.083333,88.032946,0.001417,89.001938,503.73062,Manhattan,61022700,1022700,1621656.253,0,0,0,0,0,0,1,1,0,1,1,1,0,5,1022700
1244,259,1,Manhattan,25900,E,MN03,Central Harlem North-Polo Grounds,3803,5513.215066,812329.6737,0.029138,180.026738,4265.06121,1320,1320,1319,"Census Tract 259, New York County, New York",4408,151276.3,736,651,392,1615,57150,646,0,0.166969,0.147686,0.314655,0.242724458,0,62.790698,66,36.821705,45.639535,62.790698,98.498062,0.002318,97.965116,470.300388,Manhattan,61025900,1025900,812329.6737,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1025900
1245,330,4,Queens,33000,I,QN02,Springfield Gardens North,4112,15095.32625,8812000.373,0.316088,17.291002,1217.464314,1556,1556,1555,"Census Tract 330, Queens County, New York",7041,22247.9,1272,1307,204,1954,75190,674,0,0.180656,0.185627,0.366283,0.104401228,0,34.738372,19,70.00969,24.127907,34.738372,21.124031,0.000221,11.19186,215.164729,Queens,81033000,4033000,8812000.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4033000
1246,838,4,Queens,83800,I,QN55,South Ozone Park,4113,10555.3235,5332408.461,0.191275,0,0,1819,1819,1818,"Census Tract 838, Queens County, New York",6214,32488.3,937,1113,167,1701,63902,824,0,0.150789,0.179112,0.3299,0.098177543,0,54.748062,17,46.850775,35.562016,54.748062,35.949612,0.000332,22.286822,267.151163,Queens,81083800,4083800,5332408.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4083800
