FID,CTLabel,BoroCode,BoroName,CT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,nyct2010.poly_area,nyct2010.pct_qbuf,nyct2010.prop,OBJECTID *,Field1,X,name,totalpop,popdensity,mpop,fpop,pov,hhold,hhold_income,noins,transportation,pct_m_vuln,pct_f_vuln,pct_age_vuln,pct_pov,pct_noins,rank_noins,rank_pov,rank_agevuln,rank_income,rank_commute,rank_popdensity,pct_emp,rank_emp,rank_sum,BoroName,trunctfips,BoroCT2010,Shape_Area,flag_pov,flag_noins,flag_agevuln,flag_commute,flag_popdensity,flag_emp,flag_pov_75,flag_noins_75,flag_agevuln_75,flag_commute_75,flag_popdensity_75,flag_emp_75,flag_sum,flag_sum_75,fipstemp *
304,784,3,Brooklyn,78400,I,BK91,East Flatbush-Farragut,4010,5509.694394,1801875.971,0.064634,230.933588,2660.000305,909,909,908,"Census Tract 784, Kings County, New York",2660,41148.5,478,455,60,777,89688,209,0,0.179699,0.171053,0.350752,0.077220077,0,25.193798,10,60.998062,13.323643,25.193798,46.996124,0.000683,53.924419,235.513566,Brooklyn,47078400,3078400,1801875.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078400
305,790,3,Brooklyn,79000,E,BK95,Erasmus,4010,5950.853444,1965032.156,0.070486,27.595886,1403.808352,912,912,911,"Census Tract 790, Kings County, New York",5087,72000.7,934,914,440,1758,41096,789,0,0.183605,0.179674,0.363279,0.250284414,0,67.248062,68,68.168605,70.639535,67.248062,77.422481,0.001172,82.50969,500.823643,Brooklyn,47079000,3079000,1965032.156,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3079000
306,792,3,Brooklyn,79200,E,BK95,Erasmus,4010,6106.756505,2332263.87,0.083659,1.653184,63.879281,913,913,912,"Census Tract 792, Kings County, New York",3864,46184.3,588,825,409,1283,33932,750,0,0.152174,0.213509,0.365683,0.3187841,0,82.364341,80,69.428295,81.346899,82.364341,53.294574,0.000726,57.46124,506.20155,Brooklyn,47079200,3079200,2332263.87,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3079200
307,796.01,3,Brooklyn,79601,E,BK60,Prospect Lefferts Gardens-Wingate,4011,4382.684861,1188358.751,0.042627,191.921025,4384.999219,915,915,914,"Census Tract 796.01, Kings County, New York",4385,102873.2,581,481,369,1946,44138,682,0,0.132497,0.109692,0.242189,0.189619733,0,67.587209,50,11.094961,65.939922,67.587209,90.843023,0.001892,95.251938,448.74031,Brooklyn,47079601,3079601,1188358.751,0,0,0,0,1,1,0,0,0,0,1,1,2,2,3079601
308,800,3,Brooklyn,80000,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5625.230504,1869357.374,0.067054,48.001573,1880.9572,919,919,918,"Census Tract 800, Kings County, New York",3942,58785.1,765,730,393,1380,51520,493,0,0.194064,0.185185,0.379249,0.284782609,0,50.193798,74,76.744186,54.069767,50.193798,67.684109,0.000875,68.362403,441.27907,Brooklyn,47080000,3080000,1869357.374,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3080000
309,804,3,Brooklyn,80400,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6685.941426,2042543.224,0.073266,90.220844,2859.109974,921,921,920,"Census Tract 804, Kings County, New York",3169,43253.6,372,680,393,1224,32978,690,0,0.117387,0.214579,0.331966,0.321078431,0,89.001938,80,48.78876,82.46124,89.001938,49.563953,0.000668,52.906977,491.957364,Brooklyn,47080400,3080400,2042543.224,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3080400
310,806,3,Brooklyn,80600,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6017.656862,1790089.362,0.064211,11.943809,464.85492,922,922,921,"Census Tract 806, Kings County, New York",3892,60615.1,831,1022,220,1132,41167,318,0,0.213515,0.26259,0.476105,0.19434629,0,26.695736,53,96.947674,70.397287,26.695736,69.137597,0.000817,64.680233,407.267442,Brooklyn,47080600,3080600,1790089.362,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3080600
311,810,3,Brooklyn,81000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6573.868385,1748352.195,0.062714,71.318862,1566.168483,924,924,923,"Census Tract 810, Kings County, New York",2196,35018.8,406,344,242,894,48239,213,0,0.184882,0.156648,0.34153,0.270693512,0,35.368217,72,54.651163,58.72093,35.368217,38.856589,0.000577,44.573643,339.292636,Brooklyn,47081000,3081000,1748352.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081000
312,814,3,Brooklyn,81400,I,BK91,East Flatbush-Farragut,4010,5579.355924,1831958.591,0.065713,119.745447,2079.070473,925,925,924,"Census Tract 814, Kings County, New York",2688,40910.4,490,442,272,1011,40993,456,0,0.182292,0.164435,0.346726,0.269040554,0,74.176357,71,58.284884,70.784884,74.176357,46.802326,0.000661,52.374031,448.062015,Brooklyn,47081400,3081400,1831958.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081400
313,818,3,Brooklyn,81800,E,BK95,Erasmus,4010,5542.998743,1699559.955,0.060964,242.629525,4560.000114,927,927,926,"Census Tract 818, Kings County, New York",4560,74787.8,784,638,465,1656,45556,762,0,0.17193,0.139912,0.311842,0.280797101,0,72.916667,73,34.786822,62.936047,72.916667,78.924419,0.001337,87.354651,483.236434,Brooklyn,47081800,3081800,1699559.955,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3081800
314,824,3,Brooklyn,82400,E,BK95,Erasmus,4010,6085.946919,2307258.416,0.082762,174.630098,3572.01889,930,930,929,"Census Tract 824, Kings County, New York",4004,48381.6,615,707,418,1541,40938,883,0,0.153596,0.176573,0.33017,0.271252433,0,89.389535,72,47.044574,71.027132,89.389535,55.571705,0.000856,67.151163,491.472868,Brooklyn,47082400,3082400,2307258.416,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3082400
315,832,3,Brooklyn,83200,I,BK91,East Flatbush-Farragut,4010,5511.624043,1566888.337,0.056205,133.959622,2115.539041,934,934,933,"Census Tract 832, Kings County, New York",2238,39824.3,367,413,78,708,63000,234,0,0.163986,0.18454,0.348525,0.110169492,0,39.728682,22,59.350775,36.627907,39.728682,45.05814,0.000758,60.707364,302.906977,Brooklyn,47083200,3083200,1566888.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083200
316,836,3,Brooklyn,83600,I,BK91,East Flatbush-Farragut,4010,6026.388951,2240975.535,0.080384,16.286968,296.557964,936,936,935,"Census Tract 836, Kings County, New York",1990,24755.8,412,378,135,750,54286,214,0,0.207035,0.18995,0.396985,0.18,0,41.327519,47,83.575581,49.612403,41.327519,25.145349,0.00043,31.686047,319.718992,Brooklyn,47083600,3083600,2240975.535,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3083600
317,838,3,Brooklyn,83800,I,BK91,East Flatbush-Farragut,4010,5510.798765,1796855.892,0.064454,98.332463,2502.571188,937,937,936,"Census Tract 838, Kings County, New York",2545,39483.9,454,399,57,778,77667,229,0,0.178389,0.156778,0.335167,0.073264781,0,31.395349,9,51.065891,21.705426,31.395349,44.622093,0.000602,47.093023,236.143411,Brooklyn,47083800,3083800,1796855.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083800
318,840,3,Brooklyn,84000,I,BK91,East Flatbush-Farragut,4010,5550.282711,1830663.382,0.065666,8.732532,206.350553,938,938,937,"Census Tract 840, Kings County, New York",2363,35988.8,416,296,110,777,52804,196,0,0.176047,0.125264,0.301312,0.141570142,0,27.325581,34,29.651163,51.647287,27.325581,39.874031,0.000635,49.95155,260.125969,Brooklyn,47084000,3084000,1830663.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084000
319,846,3,Brooklyn,84600,I,BK96,Rugby-Remsen Village,4010,5454.284446,1778802.697,0.063806,0,0,939,939,938,"Census Tract 846, Kings County, New York",1555,24184.4,268,323,134,655,57125,157,0,0.172347,0.207717,0.380064,0.204580153,0,37.5,56,77.325581,45.784884,37.5,24.224806,0.000564,43.556202,322.335271,Brooklyn,47084600,3084600,1778802.697,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3084600
320,848,3,Brooklyn,84800,I,BK96,Rugby-Remsen Village,4010,4899.596749,1479845.466,0.053082,0,0,940,940,939,"Census Tract 848, Kings County, New York",1810,34093.2,263,474,73,552,51923,187,0,0.145304,0.261878,0.407182,0.132246377,0,39.001938,31,86.773256,53.052326,39.001938,37.790698,0.000565,43.70155,330.668605,Brooklyn,47084800,3084800,1479845.466,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3084800
321,850,3,Brooklyn,85000,I,BK91,East Flatbush-Farragut,4010,7007.33743,1556707.784,0.055839,18.501733,303.799673,941,941,940,"Census Tract 850, Kings County, New York",1642,29407.9,286,458,34,430,64831,138,0,0.174178,0.278928,0.453106,0.079069767,0,27.955426,11,95.348837,34.544574,27.955426,31.734496,0.000563,43.507752,271.608527,Brooklyn,47085000,3085000,1556707.784,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3085000
322,856,3,Brooklyn,85600,E,BK91,East Flatbush-Farragut,4010,6257.941912,1707739.552,0.061257,150.030193,3520.999923,944,944,943,"Census Tract 856, Kings County, New York",3521,57482.4,422,637,216,1437,51875,821,0,0.119852,0.180915,0.300767,0.150313152,0,91.763566,38,29.360465,53.391473,91.763566,66.424419,0.001009,75.823643,446.26938,Brooklyn,47085600,3085600,1707739.552,0,1,0,1,0,0,0,1,0,1,0,1,2,3,3085600
323,860,3,Brooklyn,86000,E,BK91,East Flatbush-Farragut,4010,5829.769732,1873858.606,0.067216,96.484677,2997.562477,946,946,945,"Census Tract 860, Kings County, New York",3398,50547.5,586,541,271,1209,40963,381,0,0.172454,0.159211,0.331666,0.224152192,0,44.040698,61,48.352713,70.930233,44.040698,58.042636,0.000761,60.852713,387.403101,Brooklyn,47086000,3086000,1873858.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086000
324,862,3,Brooklyn,86200,E,BK96,Rugby-Remsen Village,4010,4925.087366,1508724.512,0.054118,87.062357,2547.454751,947,947,946,"Census Tract 862, Kings County, New York",2926,54074,541,466,194,1010,40385,502,0,0.184894,0.159262,0.344156,0.192079208,0,75.04845,51,56.443798,71.947674,75.04845,62.354651,0.000952,72.819767,465.116279,Brooklyn,47086200,3086200,1508724.512,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3086200
325,864,3,Brooklyn,86400,I,BK96,Rugby-Remsen Village,4010,5386.181926,1621224.165,0.058154,0.464337,11.032686,948,948,947,"Census Tract 864, Kings County, New York",2376,40405.9,389,373,127,773,62798,326,0,0.163721,0.156987,0.320707,0.164294955,0,57.800388,42,40.552326,37.015504,57.800388,45.833333,0.000645,50.968992,332.073643,Brooklyn,47086400,3086400,1621224.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086400
326,866,3,Brooklyn,86600,E,BK96,Rugby-Remsen Village,4010,7518.421482,1684237.127,0.060414,27.099709,835.758382,949,949,948,"Census Tract 866, Kings County, New York",3084,51031,465,567,304,1178,42179,368,0,0.150778,0.183852,0.33463,0.258064516,0,47.093023,69,50.581395,68.895349,47.093023,58.624031,0.000841,66.182171,407.606589,Brooklyn,47086600,3086600,1684237.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086600
327,868,3,Brooklyn,86800,E,BK96,Rugby-Remsen Village,4010,5606.519521,1879388.248,0.067414,73.745708,2287.601002,950,950,949,"Census Tract 868, Kings County, New York",3102,46019.8,472,538,371,1132,40732,598,0,0.15216,0.173436,0.325596,0.327738516,0,81.831395,81,43.992248,71.463178,81.831395,53.100775,0.000792,63.129845,476.550388,Brooklyn,47086800,3086800,1879388.248,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3086800
328,870,3,Brooklyn,87000,E,BK91,East Flatbush-Farragut,4010,5647.036224,1676352.316,0.060131,57.325493,1666.604143,951,951,950,"Census Tract 870, Kings County, New York",3124,51960.1,468,638,316,1211,35606,479,0,0.149808,0.204225,0.354033,0.260941371,0,66.27907,70,62.306202,79.360465,66.27907,60.02907,0.000888,69.282946,473.255814,Brooklyn,47087000,3087000,1676352.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087000
329,872,3,Brooklyn,87200,I,BK91,East Flatbush-Farragut,4010,5610.189234,1584291.037,0.056829,73.480832,1736.727087,952,952,951,"Census Tract 872, Kings County, New York",2538,44655,409,470,261,1075,38604,156,0,0.161151,0.185185,0.346336,0.242790698,0,17.151163,66,58.187984,75.096899,17.151163,51.356589,0.000805,63.75969,348.594961,Brooklyn,47087200,3087200,1584291.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087200
330,874.01,3,Brooklyn,87401,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5379.980032,1405606.824,0.050419,0,0,953,953,952,"Census Tract 874.01, Kings County, New York",3395,67329.9,636,837,593,1324,25727,410,0,0.187334,0.246539,0.433873,0.447885196,0,47.916667,93,92.974806,90.552326,47.916667,74.321705,0.000946,72.52907,518.846899,Brooklyn,47087401,3087401,1405606.824,1,0,1,0,0,0,1,0,1,0,0,0,2,2,3087401
331,878,3,Brooklyn,87800,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6146.794989,1629552.999,0.058452,102.570341,2714.136083,955,955,954,"Census Tract 878, Kings County, New York",3504,59936.7,735,617,278,1006,44375,603,0,0.20976,0.176084,0.385845,0.276341948,0,75.339147,73,79.554264,65.406977,75.339147,68.507752,0.000728,57.800388,494.622093,Brooklyn,47087800,3087800,1629552.999,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3087800
332,882,3,Brooklyn,88200,E,BK96,Rugby-Remsen Village,4010,8734.805711,2188027.807,0.078485,84.976992,3882.347481,957,957,956,"Census Tract 882, Kings County, New York",6587,83966.2,1231,1057,527,2521,45072,1067,0,0.186883,0.160468,0.347351,0.20904403,0,70.687984,58,58.76938,64.244186,70.687984,83.76938,0.001217,84.156977,489.922481,Brooklyn,47088200,3088200,2188027.807,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3088200
333,884,3,Brooklyn,88400,E,BK96,Rugby-Remsen Village,4010,6494.430087,1797773.031,0.064486,61.774241,3422.306639,958,958,957,"Census Tract 884, Kings County, New York",5540,85889,1027,1059,499,1898,37446,1199,0,0.185379,0.191155,0.376534,0.262908325,0,88.614341,70,75.436047,76.792636,88.614341,84.253876,0.001139,81.540698,565.406977,Brooklyn,47088400,3088400,1797773.031,0,0,0,0,0,0,0,1,1,1,1,1,0,5,3088400
334,886,3,Brooklyn,88600,E,BK96,Rugby-Remsen Village,4010,6397.294611,1934361.744,0.069386,53.849664,2326.853299,959,959,958,"Census Tract 886, Kings County, New York",4321,62269.2,816,684,583,1781,37420,750,0,0.188845,0.158297,0.347142,0.327344189,0,75.775194,81,58.624031,76.841085,75.775194,70.687984,0.000969,74.273256,513.081395,Brooklyn,47088600,3088600,1934361.744,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3088600
335,888,3,Brooklyn,88800,E,BK96,Rugby-Remsen Village,4010,6440.922251,2166799.521,0.077724,0,0,960,960,959,"Census Tract 888, Kings County, New York",3929,50956,772,754,326,1403,39049,509,0,0.196488,0.191906,0.388394,0.23235923,0,53.149225,63,80.571705,74.370155,53.149225,58.575581,0.000769,61.434109,444.622093,Brooklyn,47088800,3088800,2166799.521,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3088800
336,890,3,Brooklyn,89000,E,BK96,Rugby-Remsen Village,4010,9452.909696,2672111.336,0.095849,28.66008,1943.447788,961,961,960,"Census Tract 890, Kings County, New York",6781,70699.4,1324,1419,652,2120,29000,975,0,0.195251,0.209261,0.404513,0.30754717,0,61.046512,78,85.901163,87.54845,61.046512,76.792636,0.000853,66.812016,516.908915,Brooklyn,47089000,3089000,2672111.336,0,0,0,0,0,0,1,0,1,0,1,0,0,3,3089000
337,894,3,Brooklyn,89400,E,BK81,Brownsville,4007,6291.046025,1853454.089,0.066484,54.756998,2124.032454,963,963,962,"Census Tract 894, Kings County, New York",3879,58337.3,701,790,323,1179,41908,498,0,0.180717,0.203661,0.384377,0.273960984,0,52.228682,72,78.827519,69.476744,52.228682,67.248062,0.000776,62.063953,454.457364,Brooklyn,47089400,3089400,1853454.089,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3089400
338,896,3,Brooklyn,89600,E,BK81,Brownsville,4007,5646.716978,1605933.945,0.057605,0,0,964,964,963,"Census Tract 896, Kings County, New York",3258,56623,612,495,435,1386,34535,368,0,0.187845,0.151934,0.339779,0.313852814,0,44.331395,79,53.488372,80.523256,44.331395,65.552326,0.000981,74.854651,442.054264,Brooklyn,47089600,3089600,1605933.945,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3089600
339,898,3,Brooklyn,89800,E,BK81,Brownsville,4007,5546.683531,1661400.08,0.059595,96.54767,1281.453527,965,965,964,"Census Tract 898, Kings County, New York",1822,30571.7,342,339,166,634,39028,244,0,0.187706,0.186059,0.373765,0.261829653,0,55.571705,70,73.934109,74.563953,55.571705,33.236434,0.00055,42.296512,405.232558,Brooklyn,47089800,3089800,1661400.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089800
340,902,3,Brooklyn,90200,E,BK81,Brownsville,4007,6035.680233,2051102.874,0.073573,131.712254,3552.939367,967,967,966,"Census Tract 902, Kings County, New York",3958,53795,718,908,304,858,46987,542,0,0.181405,0.229409,0.410814,0.354312354,0,57.606589,84,87.984496,60.901163,57.606589,62.063953,0.000591,45.833333,455.910853,Brooklyn,47090200,3090200,2051102.874,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3090200
341,906,3,Brooklyn,90600,E,BK81,Brownsville,4007,6160.4634,2107747.339,0.075605,92.750153,2894.597851,968,968,967,"Census Tract 906, Kings County, New York",4394,58113.1,674,859,827,1585,18768,479,0,0.153391,0.195494,0.348885,0.521766562,0,42.005814,97,59.544574,97.383721,42.005814,67.054264,0.000737,59.011628,463.856589,Brooklyn,47090600,3090600,2107747.339,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3090600
342,916,3,Brooklyn,91600,E,BK81,Brownsville,4007,6785.204471,2321085.571,0.083258,16.54912,624.730461,972,972,971,"Census Tract 916, Kings County, New York",4324,51934.3,659,749,689,1572,27639,481,0,0.152405,0.173219,0.325624,0.438295165,0,43.507752,92,44.040698,88.71124,43.507752,59.883721,0.000738,59.156977,430.765504,Brooklyn,47091600,3091600,2321085.571,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3091600
343,918,3,Brooklyn,91800,E,BK81,Brownsville,4007,6504.836893,2256021.135,0.080924,6.566655,155.631998,973,973,972,"Census Tract 918, Kings County, New York",2994,36990.7,546,611,364,1052,31447,443,0,0.182365,0.204075,0.38644,0.346007605,0,63.71124,83,79.893411,84.108527,63.71124,41.27907,0.000487,37.306202,453.100775,Brooklyn,47091800,3091800,2256021.135,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3091800
344,920,3,Brooklyn,92000,E,BK81,Brownsville,4007,6706.177055,2555478.214,0.091666,0,0,974,974,973,"Census Tract 920, Kings County, New York",3366,37064.3,662,594,488,1125,33210,399,0,0.196673,0.176471,0.373143,0.433777778,0,46.705426,91,73.498062,82.218992,46.705426,41.375969,0.000485,37.015504,418.992248,Brooklyn,47092000,3092000,2555478.214,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3092000
345,922,3,Brooklyn,92200,E,BK81,Brownsville,4007,7713.689679,1743529.681,0.062541,0,0,975,975,974,"Census Tract 922, Kings County, New York",2927,47195.4,398,549,244,1233,44375,592,0,0.135975,0.187564,0.323539,0.197891322,0,85.125969,54,42.877907,65.406977,85.125969,54.312016,0.000757,60.658915,447.43217,Brooklyn,47092200,3092200,1743529.681,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3092200
346,924,3,Brooklyn,92400,E,BK81,Brownsville,4007,8447.4214,2709111.047,0.097176,196.034675,3132.999853,976,976,975,"Census Tract 924, Kings County, New York",3133,32240.2,408,636,312,1036,37991,429,0,0.130227,0.203,0.333227,0.301158301,0,57.55814,77,49.563953,75.968992,57.55814,35.658915,0.000481,36.579457,389.631783,Brooklyn,47092400,3092400,2709111.047,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3092400
347,928,3,Brooklyn,92800,I,BK96,Rugby-Remsen Village,4010,5286.460687,1692107.985,0.060696,0,0,977,977,976,"Census Tract 928, Kings County, New York",2566,42251.8,403,366,227,1045,50788,376,0,0.157054,0.142634,0.299688,0.21722488,0,62.742248,59,28.585271,55.03876,62.742248,48.110465,0.000684,54.166667,370.881783,Brooklyn,47092800,3092800,1692107.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092800
348,930,3,Brooklyn,93000,I,BK96,Rugby-Remsen Village,4010,6635.848345,2090418.901,0.074984,0,0,978,978,977,"Census Tract 930, Kings County, New York",2493,33243.4,400,445,90,962,58289,366,0,0.160449,0.1785,0.338949,0.093555094,0,62.984496,16,53.100775,43.79845,62.984496,36.821705,0.000588,45.542636,320.833333,Brooklyn,47093000,3093000,2090418.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093000
349,938,3,Brooklyn,93800,E,BK96,Rugby-Remsen Village,4010,5280.362743,1411460.03,0.050629,14.559105,318.991269,982,982,981,"Census Tract 938, Kings County, New York",2191,43283.4,344,350,268,827,32868,351,0,0.157006,0.159744,0.31675,0.324062878,0,69.96124,81,38.129845,82.55814,69.96124,49.660853,0.000813,64.341085,455.281008,Brooklyn,47093800,3093800,1411460.03,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3093800
350,954,3,Brooklyn,95400,I,BK50,Canarsie,4009,6931.218491,2551621.26,0.091527,41.732683,1856.513962,987,987,986,"Census Tract 954, Kings County, New York",4547,49685.2,719,834,209,1432,64143,595,0,0.158126,0.183418,0.341544,0.145949721,0,53.682171,36,54.699612,35.271318,53.682171,56.976744,0.000808,64.050388,354.651163,Brooklyn,47095400,3095400,2551621.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095400
351,956,3,Brooklyn,95600,I,BK50,Canarsie,4009,8009.771405,2557409.136,0.091735,85.217109,3989.585598,988,988,987,"Census Tract 956, Kings County, New York",4682,51040.6,657,821,211,1307,65944,454,0,0.140325,0.175352,0.315677,0.161438409,0,35.319767,41,37.306202,33.478682,35.319767,58.672481,0.000734,58.527132,299.806201,Brooklyn,47095600,3095600,2557409.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095600
352,958,3,Brooklyn,95800,I,BK50,Canarsie,4009,6859.008734,2523068.085,0.090503,76.558066,2897.734393,989,989,988,"Census Tract 958, Kings County, New York",3785,41826.8,459,478,140,1183,70378,610,0,0.121268,0.126288,0.247556,0.118343195,0,70.251938,25,11.967054,28.391473,70.251938,47.577519,0.000624,49.127907,302.664729,Brooklyn,47095800,3095800,2523068.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095800
353,964,3,Brooklyn,96400,E,BK50,Canarsie,4009,5517.262767,1900792.3,0.068182,104.263703,2504.710957,991,991,990,"Census Tract 964, Kings County, New York",2569,37680.6,424,542,122,735,51563,504,0,0.165045,0.210977,0.376022,0.165986395,0,82.897287,43,75.145349,53.924419,82.897287,42.635659,0.00061,47.819767,427.858527,Brooklyn,47096400,3096400,1900792.3,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3096400
354,966,3,Brooklyn,96600,I,BK50,Canarsie,4009,6518.291292,1950813.698,0.069976,39.515241,979.191595,992,992,991,"Census Tract 966, Kings County, New York",2478,35417.2,381,454,83,757,74345,266,0,0.153753,0.183212,0.336965,0.109643329,0,41.27907,22,52.083333,24.709302,41.27907,39.292636,0.000555,42.732558,262.887597,Brooklyn,47096600,3096600,1950813.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096600
355,968,3,Brooklyn,96800,I,BK50,Canarsie,4009,5097.840527,1603786.871,0.057528,99.238818,1546.146972,993,993,992,"Census Tract 968, Kings County, New York",1558,27078.4,225,377,86,439,59417,156,0,0.144416,0.241977,0.386393,0.195899772,0,36.967054,53,79.844961,42.199612,36.967054,28.439922,0.000518,39.583333,317.344961,Brooklyn,47096800,3096800,1603786.871,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3096800
356,970,3,Brooklyn,97000,I,BK50,Canarsie,4009,5377.961116,1759315.576,0.063107,46.36778,870.326708,994,994,993,"Census Tract 970, Kings County, New York",1877,29742.7,279,257,133,667,75781,263,0,0.148641,0.136921,0.285562,0.1994003,0,59.156977,55,22.383721,23.546512,59.156977,32.267442,0.000597,46.463178,297.52907,Brooklyn,47097000,3097000,1759315.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3097000
357,984,3,Brooklyn,98400,I,BK50,Canarsie,4009,4686.586215,1214786.691,0.043575,0,0,997,997,996,"Census Tract 984, Kings County, New York",2243,51491.7,424,527,78,650,82625,187,0,0.189033,0.234953,0.423986,0.12,0,27.616279,26,91.182171,17.151163,27.616279,59.350775,0.00079,63.032946,311.676357,Brooklyn,47098400,3098400,1214786.691,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3098400
